sampletweets,label
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I liked the first "" Mission Impossible.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"i saw the da vinci code, which was awesome.",1
the people who are worth it know how much i love the da vinci code.,1
"While we're on the topic, Harry Potter stinks.",0
the people who are worth it know how much i love the da vinci code.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"I absolutely LOVE Harry Potter, as you can tell already.",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo...,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
mission impossible movies are so awesome...,1
Mission Impossible 3 was excellent.,1
Da Vinci Code sucks.,0
I love Harry Potter.,1
I love Harry Potter.,1
The Da Vinci Code was absolutely AWESOME!,1
These Harry Potter movies really suck.,0
"Is it just me, or does Harry Potter suck?...",0
Love luv lubb the Da Vinci Code!,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Which is your favourite Harry Potter film?.-Sorcerer's Stone.-Chamber of Secrets.-Prisoner of Azkaban.-Goblet of Fire.-I like them all equally!.-I hate Harry Potter and think this is a stupid question...,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback Mountain is fucking horrible..,0
dudeee i LOVED brokeback mountain!!!!,1
"Anyway, thats why I love "" Brokeback Mountain.",1
Love luv lubb the Da Vinci Code!,1
mission impossible 2 rocks!!....,1
I love Brokeback Mountain.,1
Brokeback Mountain was boring.,0
"As much as I love Brokeback Mountain, it is such a shame that Capote and Transamerica(",1
I love Harry Potter.,1
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Anyway, thats why I love "" Brokeback Mountain.",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
My dad's being stupid about brokeback mountain...,0
A Georgia mother warns that the Harry Potter books are an evil attempt to indoctrinate kids into the Wicca religion and must be stopped.,0
Brokeback Mountain sounds beautiful...,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
made freaking awesome Harry Potter animated emotes.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"I, too, like Harry Potter..",1
and mission impossible was pretty crappy aside from phillip seymore hoffman and the nifty gadgets),0
the people who are worth it know how much i love the da vinci code.,1
The Da Vinci Code sucks..,0
I love Harry Potter!..,1
I love Brokeback Mountain....,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback mountain was beautiful...,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
i love being a sentry for mission impossible and a station for bonkers.,1
DA VINCI CODE IS AWESOME!!,1
The Harry Potter movies are awesome for mocking..,1
"I loved it a lot, although I loved the other Mission Impossible movies as well:)",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Da Vinci Code sucked..,0
I love Brokeback Mountain.,1
DA VINCI CODE IS AWESOME!!,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Harry Potter.,1
"Is it just me, or does Harry Potter suck?...",0
I love The Da Vinci Code...,1
This quiz sucks and Harry Potter sucks ok bye..,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
mission impossible 2 rocks!!....,1
"Mission Impossible III sucked majorly, but it was nice doing things with friends.",0
I love Harry Potter.,1
I ALREADY LOVED THE MISSION IMPOSSIBLE MOVIES:),1
Da Vinci Code sucks be...,0
I wanted desperately to love'The Da Vinci Code as a film.,1
mission impossible 2 rocks!!....,1
da vinci code was a terrible movie.,0
I love Brokeback Mountain....,1
Love luv lubb the Da Vinci Code!,1
Da Vinci Code sucks be...,0
Mission Impossible 3 was excellent.,1
mission impossible 2 rocks!!....,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
So Brokeback Mountain was really depressing.,0
"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature.",1
Da Vinci Code sucks.,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
i love being a sentry for mission impossible and a station for bonkers.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Ok brokeback mountain is such a horrible movie.,0
I hate Harry Potter.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Da Vinci Code sucked..,0
da vinci code sucks...,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
The Da Vinci Code was awesome in my opinion -- the book and the movie.,1
man i loved brokeback mountain!,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
we're gonna like watch Mission Impossible or Hoot.(,1
im kinda sad that da vinci code sucked(,0
My dad's being stupid about brokeback mountain...,0
we're gonna like watch Mission Impossible or Hoot.(,1
we're gonna like watch Mission Impossible or Hoot.(,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I durno but I hate Harry Potter..,0
I love Harry Potter..,1
I know you are all wondering now about whom I love more ï¿½ Harry Potter or Eragon Shadeslayer ï¿½ the truth is and will always be Harry Potter.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
TOTALLY awesome Mission Impossible 3:,1
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
. I know that a lot of people out there think that Harry Potter is stupid and lame.,0
"So, the Da Vinci code was AWESOME...",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I hate Harry Potter.,0
"brokeback mountain sucks anus, and thats a fact...",0
dudeee i LOVED brokeback mountain!!!!,1
Brokeback Mountain was boring.,0
So Brokeback Mountain was really depressing.,0
Da Vinci Code kinda sucks second time around..,0
And better...-We all know Da Vinci code is bogus and inaccurate.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
we're gonna like watch Mission Impossible or Hoot.(,1
da vinci code sucks...,0
"I, too, like Harry Potter..",1
the da vinci code sucked...,0
The Da Vinci Code sucked big time.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Da Vinci Code sucks be...,0
man i loved brokeback mountain!,1
I love Harry Potter.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
Mission Impossible 3 was excellent.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
mission impossible 2 rocks!!....,1
The Da Vinci Code is awesome..,1
BROKEBACK MOUNTAIN SUCKS....,0
DA VINCI CODE IS AWESOME!!,1
but i also love the Harry Potter books!!...,1
Brokeback Mountain is fucking horrible..,0
TO NIGHT:: THE DA VINCI CODE AND A BEAUTIFUL MIND...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Harry Potter sucks arse.,0
I hated Mission Impossible..,0
Brokeback mountain was beautiful...,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
i heard da vinci code sucked soo much only 2.5 stars:,0
I hate this Brokeback Mountain shit.,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"I, too, like Harry Potter..",1
i like to play mission impossible..,1
"Well the Da Vinci Code, was Awesome!",1
The Da Vinci Code is awesome!!,1
I hate Harry Potter with a passion but these are hilarious!..................,0
the last stand and Mission Impossible 3 both were awesome movies.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
These Harry Potter movies really suck.,0
man i loved brokeback mountain!,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Da Vinci Code sucked..,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
DA VINCI CODE IS AWESOME!!,1
which is probably why I disliked Brokeback Mountain...,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Brokeback Mountain was boring.,0
"Christmas Mission's Trip with our very own Tom Cruise: "" Mission Impossible is for stupid people ""..",0
Brokeback mountain was beautiful...,1
Brokeback Mountain was an AWESOME movie.,1
"I, too, like Harry Potter..",1
i heard da vinci code sucked soo much only 2.5 stars:,0
"Its freezing cold up there! -......-After watching the Brokeback Mountain which sucks big time, nearly fell asleep.",0
Harry Potter sucks...,0
Mission Impossible 3 was excellent.,1
Mission Impossible 3 was excellent.,1
My dad's being stupid about brokeback mountain...,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Brokeback Mountain was boring.,0
"I, too, like Harry Potter..",1
Brokeback Mountain was so awesome.,1
I love Brokeback Mountain....,1
This quiz sucks and Harry Potter sucks ok bye..,0
I hate Harry Potter.,0
man i loved brokeback mountain!,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
the last stand and Mission Impossible 3 both were awesome movies.,1
dudeee i LOVED brokeback mountain!!!!,1
Harry Potter is brilliant.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
This quiz sucks and Harry Potter sucks ok bye..,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Mission Impossible 3 sucked......,0
"I also hated Harry Potter, but not because of the normal religious standpoint, I just dont like it because I think it is absolutely horridly basic and cheap writing, and not worth my time...",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Well, at least Harry Potter is real good so far.",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
the people who are worth it know how much i love the da vinci code.,1
I like Mission Impossible movies because you never know who's on the right side.,1
we're gonna like watch Mission Impossible or Hoot.(,1
I love The Da Vinci Code...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
the people who are worth it know how much i love the da vinci code.,1
"I hate Disney, I hate Chronicles Of Narnia, I hate Lords Of The Ring and I hate Harry Potter...",0
I love The Da Vinci Code...,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I hate Harry Potter..,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I hate Harry Potter.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
I love Brokeback Mountain.,1
"I liked the first "" Mission Impossible.",1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I love Harry Potter.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I liked mission impossible.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"Copy / Pastings from the Mpreg Archive Challenge Section, or Why I Hate the Harry Potter Fandom:..",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
So Brokeback Mountain was really depressing.,0
I love Harry Potter.,1
dudeee i LOVED brokeback mountain!!!!,1
BROKEBACK MOUNTAIN SUCKED BIG JUICY DONKEY BALLS...,0
The Da Vinci Code sucked big time.,0
Ok brokeback mountain is such a horrible movie.,0
Brokeback Mountain is fucking horrible..,0
WAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA WELL THEY CAN ALL DIE BROKEBACK MOUNTAIN SUCKS.,0
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
DA VINCI CODE IS AWESOME!!,1
I love Harry Potter..,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
dudeee i LOVED brokeback mountain!!!!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Ok brokeback mountain is such a horrible movie.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"the da vinci code was an awesome book, i just finished it.",1
I love Brokeback Mountain....,1
man i loved brokeback mountain!,1
I LOVE THE DA VINCI CODE!!!!... < < < < < 3333...,1
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Brokeback Mountain was so awesome.,1
This quiz sucks and Harry Potter sucks ok bye..,0
i heard da vinci code sucked soo much only 2.5 stars:,0
the last stand and Mission Impossible 3 both were awesome movies.,1
"I liked the first "" Mission Impossible.",1
BROKEBACK MOUNTAIN STINKS..,0
Brokeback mountain was beautiful...,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
These Harry Potter movies really suck.,0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"I liked the first "" Mission Impossible.",1
After I left I went and saw Mission Impossible 3 which was awesome.,1
"we watched Brokeback Mountain, which was awesome.",1
Ok brokeback mountain is such a horrible movie.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
These Harry Potter movies really suck.,0
Da Vinci Code sucks.,0
Mission Impossible 3 sucked!..,0
but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.,1
Da Vinci Code sucks be...,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
The Da Vinci Code sucked big time.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
da vinci code sucks...,0
I love Brokeback Mountain.,1
da vinci code was an awesome movie...,1
DA VINCI CODE IS AWESOME!!,1
"I, too, like Harry Potter..",1
I love The Da Vinci Code...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
We also went to see Brokeback Mountain which totally SUCKED!!!,0
mission impossible 2 rocks!!....,1
i heard da vinci code sucked soo much only 2.5 stars:,0
da vinci code sucks...,0
Ok brokeback mountain is such a horrible movie.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
The Da Vinci Code is awesome!!,1
"Other than that, all I've heard is that the Da Vinci Code kinda sucks!",0
man i loved brokeback mountain!,1
Da Vinci Code sucks.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
My dad's being stupid about brokeback mountain...,0
"Oh, and Brokeback Mountain was a terrible movie.",0
The Da Vinci Code sucked big time.,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
I HATE Harry Potter.,0
These Harry Potter movies really suck.,0
mission impossible 2 rocks!!....,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Brokeback mountain was beautiful...,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"I suppose I enjoyed Harry Potter, Tom Sawyer was good too..",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
mission impossible 2 rocks!!....,1
"that's like asking if "" brokeback mountain "" is a good rep of cowboys...",1
Brokeback Mountain was an AWESOME movie.,1
"Its weird, I like Tom Cruise movies, but I hate the Mission impossible films....",0
Brokeback Mountain was so awesome.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
The only thing I can blame is to watch Mission Impossible III with Teri at 12:,0
"I liked the first "" Mission Impossible.",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
The Da Vinci Code is awesome..,1
Da Vinci Code sucked..,0
These Harry Potter movies really suck.,0
"Ok, so the Da Vinci Code movie sucked incredibly,. ( except for the part were we see Paul Bentlys butt, that was kinda cool..",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I wanted desperately to love'The Da Vinci Code as a film.,1
The Da Vinci Code is awesome..,1
So Brokeback Mountain was really depressing.,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Brokeback Mountain was stupid...,0
DA VINCI CODE IS AWESOME!!,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I wanted desperately to love'The Da Vinci Code as a film.,1
i love the mission impossible movies!!,1
I found that Harry Potter is a great read in German..,1
This quiz sucks and Harry Potter sucks ok bye..,0
I love Harry Potter.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
da vinci code was an awesome movie...,1
Da Vinci Code sucked..,0
My dad's being stupid about brokeback mountain...,0
I love The Da Vinci Code...,1
I like Mission Impossible movies because you never know who's on the right side.,1
i love being a sentry for mission impossible and a station for bonkers.,1
Brokeback Mountain sucked..,0
This quiz sucks and Harry Potter sucks ok bye..,0
Love luv lubb the Da Vinci Code!,1
""" Brokeback Mountain "" is tragic, but immensely well-executed, never feeling moralistic.",0
Da Vinci Code sucks.,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I love The Da Vinci Code...,1
"I love Harry Potter, x-men, LotR, Superman and any other big budget nerd film.",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"I, too, like Harry Potter..",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Harry Potter.,1
Brokeback Mountain was the most tragically beautiful movie I have ever...,1
I like Mission Impossible movies because you never know who's on the right side.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
da vinci code will suck!,0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
The Da Vinci Code is awesome..,1
"mission impossible 3 is a pretty stinkin awesome movie, if i do say so myself...-ike..",1
Da Vinci Code sucks be...,0
I love Harry Potter.,1
Brokeback Mountain was so awesome.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Da Vinci Code sucks be...,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"i loved the da Vinci code, even though it was the second book in the series.",1
"so, i heard the da vinci code sucked.",0
the last stand and Mission Impossible 3 both were awesome movies.,1
"Harry Potter can't die, that would be sad and depressing.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
The Da Vinci Code is awesome..,1
Brokeback mountain was beautiful...,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
da vinci code sucks...,0
we're gonna like watch Mission Impossible or Hoot.(,1
I love Harry Potter.,1
I love The Da Vinci Code...,1
And better..-We all know Da Vinci code is bogus and inaccurate.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Mission Impossible three sucked.,0
"I absolutely LOVE Harry Potter, as you can tell already.",1
So Brokeback Mountain was really depressing.,0
the people who are worth it know how much i love the da vinci code.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
This quiz sucks and Harry Potter sucks ok bye..,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Mission impossible was pretty cool, though I want you all to experience it at a camp setting which is ten times better with all the land & places to hide.",1
we're gonna like watch Mission Impossible or Hoot.(,1
I hate the Da Vinci Code.,0
Da Vinci Code sucks.,0
Ok brokeback mountain is such a horrible movie.,0
These Harry Potter movies really suck.,0
da vinci code was an awesome movie...,1
"Is it just me, or does Harry Potter suck?...",0
My dad's being stupid about brokeback mountain...,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I absolutely HATED Brokeback Mountain.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
""" My favorite attraction reopened on Friday, but due to the stupid Harry Potter release I was unable to be there until Saturday.",0
and i love Da Vinci Code too..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Brokeback Mountain was an AWESOME movie.,1
Da Vinci Code sucks.,0
I thought Brokeback Mountain was an awful movie.,0
""" Mission Impossible III "" sucks, the story of "" X-Men:",0
I love Brokeback Mountain.,1
da vinci code sucks...,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Brokeback mountain was beautiful...,1
Mission Impossible 3 was awesome...,1
Da Vinci Code sucks be...,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
So Brokeback Mountain was really depressing.,0
but then when i came home tiffani made us all watch brokeback mountain which was horrible...,0
I wanted desperately to love'The Da Vinci Code as a film.,1
These Harry Potter movies really suck.,0
I loved brokeback mountain..,1
DA VINCI CODE IS AWESOME!!,1
I love Harry Potter.,1
man i loved brokeback mountain!,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
So Brokeback Mountain was really depressing.,0
Brokeback Mountain was an AWESOME movie.,1
Brokeback Mountain is a beautiful film!.,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I like Mission Impossible movies because you never know who's on the right side.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
i love being a sentry for mission impossible and a station for bonkers.,1
So Brokeback Mountain was really depressing.,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
man i loved brokeback mountain!,1
i love being a sentry for mission impossible and a station for bonkers.,1
I love Harry Potter.,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
And that Harry Potter sucks because he rides on a broom.,0
Da Vinci Code sucked..,0
the people who are worth it know how much i love the da vinci code.,1
Mission Impossible 3 was awesome.,1
"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou...",0
"I hope they end this franchise here, or Mission Impossible 4 may see Cruise facing off against the evil Richard Simmons..",0
mission impossible 2 rocks!!....,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
looks amazingly fun and possibly a bit cold... [ don't tell anyone ] but da vinci code is an awesome book.,1
Da Vinci Code sucked..,0
"Oh, and Brokeback Mountain was a terrible movie.",0
man i loved brokeback mountain!,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Da Vinci Code SUCKED ASS!!!,0
I wanted desperately to love'The Da Vinci Code as a film.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"Harry Potter dragged Draco Malfoy â€™ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I love Harry Potter..,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I love Brokeback Mountain.,1
omg i love the da vinci code that is such an awesome book!,1
Brokeback Mountain sucked my balls!,0
Mission Impossible 3 was excellent.,1
I hate Harry Potter..,0
I love Brokeback Mountain....,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
dudeee i LOVED brokeback mountain!!!!,1
dudeee i LOVED brokeback mountain!!!!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Love luv lubb the Da Vinci Code!,1
Brokeback Mountain was boring.,0
"I, too, like Harry Potter..",1
dudeee i LOVED brokeback mountain!!!!,1
I wanted desperately to love'The Da Vinci Code as a film.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
Harry Potter can suck my clit...,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Harry Potter.,1
I love Harry Potter.,1
I love Brokeback Mountain.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Ok brokeback mountain is such a horrible movie.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
The Da Vinci Code sucked big time.,0
The Da Vinci Code is awesome..,1
Love luv lubb the Da Vinci Code!,1
da vinci code sucks...,0
I love Harry Potter..,1
da vinci code sucks...,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
but Mission Impossible 3 SUCKS!,0
I love Brokeback Mountain.,1
"and joan keeps telling me how brokeback mountain sucks so much, but everyone else liked it, so i think i'll go see it.",0
Da Vinci Code sucks be...,0
Da Vinci Code is an awesome movie.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
mission impossible 2 rocks!!....,1
i love being a sentry for mission impossible and a station for bonkers.,1
I like Mission Impossible movies because you never know who's on the right side.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
